"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","284","08 - CG 150 TITAN-ESD MIX/FLEX","","Sun Feb 01 23:31:30 UTC 2026","passed","Sun Feb 01 23:31:30 UTC 2026","","Extração de Tabela Fipe de Motos","08 - CG 150 TITAN-ESD MIX/FLEX",""
"","6000","01 - CG 160 FAN Flex","","Sun Feb 01 23:31:21 UTC 2026","passed","Sun Feb 01 23:31:27 UTC 2026","","Extração de Tabela Fipe de Motos","01 - CG 160 FAN Flex",""
"","274","06 - CG 150 TITAN-ES","","Sun Feb 01 23:31:30 UTC 2026","passed","Sun Feb 01 23:31:30 UTC 2026","","Extração de Tabela Fipe de Motos","06 - CG 150 TITAN-ES",""
"","253","11 - CG 150 TITAN-KS/ TITAN-JOB","","Sun Feb 01 23:31:31 UTC 2026","passed","Sun Feb 01 23:31:31 UTC 2026","","Extração de Tabela Fipe de Motos","11 - CG 150 TITAN-KS/ TITAN-JOB",""
"","266","10 - CG 150 TITAN-EX MIX/FLEX","","Sun Feb 01 23:31:31 UTC 2026","passed","Sun Feb 01 23:31:31 UTC 2026","","Extração de Tabela Fipe de Motos","10 - CG 150 TITAN-EX MIX/FLEX",""
"","206","03 - CG 160 FAN ESDi FLEXONE","","Sun Feb 01 23:31:28 UTC 2026","passed","Sun Feb 01 23:31:28 UTC 2026","","Extração de Tabela Fipe de Motos","03 - CG 160 FAN ESDi FLEXONE",""
"","248","04 - CG 150 FAN ESDi/ 150 FAN ESDi FLEX","","Sun Feb 01 23:31:28 UTC 2026","passed","Sun Feb 01 23:31:28 UTC 2026","","Extração de Tabela Fipe de Motos","04 - CG 150 FAN ESDi/ 150 FAN ESDi FLEX",""
"","472","02 - CG 160 TITAN FLEXONE Ed.Especial 40 Anos","","Sun Feb 01 23:31:27 UTC 2026","passed","Sun Feb 01 23:31:28 UTC 2026","","Extração de Tabela Fipe de Motos","02 - CG 160 TITAN FLEXONE Ed.Especial 40 Anos",""
"","271","09 - CG 150 TITAN-ESD - TITAN SPECIAL EDITION","","Sun Feb 01 23:31:30 UTC 2026","passed","Sun Feb 01 23:31:31 UTC 2026","","Extração de Tabela Fipe de Motos","09 - CG 150 TITAN-ESD - TITAN SPECIAL EDITION",""
"","172","07 - CG 150 TITAN-ES MIX","","Sun Feb 01 23:31:30 UTC 2026","passed","Sun Feb 01 23:31:30 UTC 2026","","Extração de Tabela Fipe de Motos","07 - CG 150 TITAN-ES MIX",""
"","1144","05 - CG 150 FAN ESi/ 150 FAN ESi FLEX","","Sun Feb 01 23:31:28 UTC 2026","passed","Sun Feb 01 23:31:30 UTC 2026","","Extração de Tabela Fipe de Motos","05 - CG 150 FAN ESi/ 150 FAN ESi FLEX",""
"","368","12 - CG 160 START","","Sun Feb 01 23:31:31 UTC 2026","passed","Sun Feb 01 23:31:31 UTC 2026","","Extração de Tabela Fipe de Motos","12 - CG 160 START",""
